ID,Link,Title,Price,Location,Area,City,Scrapping_Date,Type_of_Agreement,Dwelling_Type,Elevator,Furnishing,Level,Parking_Space,Pets,Rooms_Number,Seller
ID16rOWS,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-CID3-ID16rOWS.html,Mieszkanie do wynajęcia,1 000 zł,Kielce - 01 lipca 2025,26 m²,kielce,2025-07-14 00:44:22,wynajem,block,,yes,1,belonging_on_street,,1,private
ID15UMF3,https://www.olx.pl/d/oferta/do-wynajecia-kielce-ul-okrzei-2-pokoje-53m2-CID3-ID15UMF3.html,"Do wynajęcia - Kielce, ul. Okrzei, 2 pokoje, 53m2",2 200 zł,Kielce - 07 lipca 2025,53 m²,kielce,2025-07-14 00:44:22,wynajem,block,,yes,0,,,2,private
ID16Bmer,https://www.olx.pl/d/oferta/wynajme-mieszkanie-kielce-kaczmarka-46m-kwadratowych-CID3-ID16Bmer.html,Wynajmę mieszkanie Kielce Kaczmarka 46m kwadratowych,1 800 zł,Kielce - Dzisiaj o 18:18,46 m²,kielce,2025-07-14 00:44:22,wynajem,block,yes,yes,10,belonging_on_street,no,2,private
ID16uUep,https://www.olx.pl/d/oferta/wynajem-mieszkania-kielce-ulica-romualda-CID3-ID16uUep.html,Wynajem mieszkania Kielce ulica Romualda,2 600 złdo negocjacji,Kielce - 05 lipca 2025,39 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,yes,yes,2,lack,no,2,private
ID4vTPv,https://www.olx.plhttps://www.otodom.pl/pl/oferta/okazja-ID4vTPv.html,Okazja,1 800 zł,Kielce - 18 czerwca 2025,48 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,,yes,1,,,2,developers
ID4x1nU,https://www.olx.plhttps://www.otodom.pl/pl/oferta/kawalerka-z-duzym-balkonem-i-pietro-ul-strasza-os-kochanowskiego-ID4x1nU.html,"Kawalerka z dużym balkonem, I piętro ul. Strasza (os. Kochanowskiego)",1 200 zł,Kielce - 27 czerwca 2025,"33,10 m²",kielce,2025-07-14 00:44:22,wynajem,block,,yes,1,,,1,developers
ID4vHOx,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-w-cichej-i-spokojnej-okolicy-na-prywatn-ID4vHOx.html,Mieszkanie w cichej i spokojnej okolicy na prywatn,2 000 zł,Kielce - 04 lipca 2025,40 m²,kielce,2025-07-14 00:44:22,wynajem,detached_house,,yes,1,,,2,developers
ID16nDmW,https://www.olx.pl/d/oferta/wynajme-kawalerke-o-pow-33-m2-CID3-ID16nDmW.html,Wynajmę kawalerkę o pow. 33 m2,1 700 złdo negocjacji,Kielce - 25 czerwca 2025,33 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,yes,yes,2,,no,1,private
ID4xcuc,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-z-miejscem-postojowym-ID4xcuc.html,Mieszkanie w centrum z miejscem postojowym.,2 500 zł,Kielce - 09 lipca 2025,"64,30 m²",kielce,2025-07-14 00:44:22,wynajem,apartment,,no,5,,,3,developers
ID4vRqs,https://www.olx.plhttps://www.otodom.pl/pl/oferta/ul-turystyczna-kawalerka-w-wysokim-standardzie-na-wynajem-ID4vRqs.html,Ul. Turystyczna - kawalerka w wysokim standardzie na wynajem,1 900 zł,Kielce - 14 czerwca 2025,25 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,,yes,0,,,1,private
ID16zbk5,https://www.olx.pl/d/oferta/do-wynajecia-mieszkanie-35-m2-kielce-ul-krakowska-CID3-ID16zbk5.html,Do wynajęcia mieszkanie 35 m2 /Kielce ul.Krakowska,1 600 zł,Kielce - Odświeżono Dzisiaj o 11:16,34 m²,kielce,2025-07-14 00:44:22,wynajem,block,yes,yes,1,,no,1,developers
ID4rvDI,https://www.olx.plhttps://www.otodom.pl/pl/oferta/wynajem-kawalerka-wysoki-standard-centrum-ul-niska-ID4rvDI.html,Wynajem/kawalerka/wysoki standard/centrum/ul.Niska,1 950 zł,Kielce - 27 czerwca 2025,35 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,,yes,1,,,1,developers
ID4x8VY,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-z-garazem-ID4x8VY.html,Nowe 2-pokojowe mieszkanie z garażem,2 400 zł,Kielce - 05 lipca 2025,43 m²,kielce,2025-07-14 00:44:22,wynajem,block,,yes,4,,,2,private
ID4vX1o,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-na-wynajem-baranowek-45m2-balkon-i-garaz-z-piwnica-ID4vX1o.html,Apartament na wynajem BARANÓWEK 45m2+balkon i garaż z piwnicą,2 700 zł,Kielce - 22 czerwca 2025,45 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,,yes,3,,,2,private
ID16sYcV,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-aleja-solidarnosci-blisko-ps-i-ujk-CID3-ID16sYcV.html,Mieszkanie 3-pokojowe Aleja Solidarności blisko PŚ i UJK,3 200 złdo negocjacji,Kielce - 03 lipca 2025,46 m²,kielce,2025-07-14 00:44:22,wynajem,block,yes,yes,5,garage,no,3,private
ID16jVjC,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-2-pokoje-CID3-ID16jVjC.html,Mieszkanie do wynajęcia 2 pokoje,2 600 zł,Kielce - Odświeżono dnia 11 lipca 2025,45 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,yes,yes,1,garage,no,2,private
ID4x2i3,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-slichowice-ID4x2i3.html,Nowe mieszkanie Ślichowice,2 250 zł,Kielce - 29 czerwca 2025,53 m²,kielce,2025-07-14 00:44:22,wynajem,block,,yes,0,,,2,private
ID4vT6h,https://www.olx.plhttps://www.otodom.pl/pl/oferta/wynajmiemy-komfortowe-mieszkanie-ID4vT6h.html,Wynajmiemy komfortowe mieszkanie,2 500 zł,Kielce - 16 czerwca 2025,60 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,,no,1,,,3,developers
ID44IgJ,https://www.olx.plhttps://www.otodom.pl/pl/oferta/samodzielne-mieszkanie-40m2-ck-centrum-hit-cenowy-ID44IgJ.html,Samodzielne mieszkanie 40m2 CK centrum HIT CENOWY,1 250 zł,Kielce - 10 lipca 2025,40 m²,kielce,2025-07-14 00:44:22,wynajem,tenement,,yes,2,,,1,private
ID4vSIK,https://www.olx.plhttps://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-do-wynajecia-w-centrum-ID4vSIK.html,Dwupokojowe mieszkanie do wynajęcia w centrum,1 900 zł,Kielce - 27 czerwca 2025,"48,70 m²",kielce,2025-07-14 00:44:22,wynajem,remaining,,yes,3,,,2,private
ID16hVoW,https://www.olx.pl/d/oferta/nowa-kawalerka-ul-kaczynskiego-obok-rynku-CID3-ID16hVoW.html,Nowa kawalerka ul. Kaczyńskiego  obok Rynku,1 800 zł,Kielce - 18 czerwca 2025,26 m²,kielce,2025-07-14 00:44:22,wynajem,block,,yes,,,,1,private
ID4x7FR,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-dostepne-od-zaraz-25-48m-ul-kwarciana-ID4x7FR.html,Mieszkanie dostepne od zaraz 25.48m ul Kwarciana,2 000 zł,Kielce - 03 lipca 2025,"25,48 m²",kielce,2025-07-14 00:44:22,wynajem,block,,yes,0,,,1,developers
ID4vW5o,https://www.olx.plhttps://www.otodom.pl/pl/oferta/-ID4vW5o.html,"Mieszkanie, Kielce",1 200 zł,Kielce - 18 czerwca 2025,18 m²,kielce,2025-07-14 00:44:22,wynajem,block,,yes,1,,,1,developers
ID4vRG9,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-mieszkanie-40m2-umeblowane-w-super-lokalizacji-ID4vRG9.html,Nowe mieszkanie 40m2 umeblowane w super lokalizacji,2 550 zł,Kielce - 15 czerwca 2025,40 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,,yes,2,,,2,private
ID16dLIp,https://www.olx.pl/d/oferta/wynajme-kawalerke-CID3-ID16dLIp.html,Wynajmę kawalerkę,1 450 zł,Kielce - Dzisiaj o 09:13,36 m²,kielce,2025-07-14 00:44:22,wynajem,block,yes,yes,2,belonging_on_street,no,1,private
ID4vmWj,https://www.olx.plhttps://www.otodom.pl/pl/oferta/oferta-super-plaza-2-ID4vmWj.html,Oferta Super ! Plaza 2,2 200 zł,Kielce - 17 czerwca 2025,46 m²,kielce,2025-07-14 00:44:22,wynajem,apartment,,yes,8,,,2,developers
ID,Link,Title,Price,Location,Area,City,Scrapping_Date,Type_of_Agreement,,,,,,,,
ID16rjSL,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-do-wynajecia-kielce-ul-klonowa-CID3-ID16rjSL.html,Mieszkanie 3 pokojowe do wynajęcia Kielce ul. Klonowa,3 000 zł,Kielce - Odświeżono dnia 08 lipca 2025,72 m²,kielce,2025-07-14 00:45:20,wynajem,apartment,yes,yes,1,garage,yes,3,private
ID16yOeX,https://www.olx.pl/d/oferta/ul-mickiewicza-dostepne-od-zaraz-film-link-w-opisie-CID3-ID16yOeX.html,"Ul. MICKIEWICZA dostępne  od ZARAZ    FILM, link w opisie !!!",1 750 zł,Kielce - Odświeżono dnia 12 lipca 2025,28 m²,kielce,2025-07-14 00:45:20,wynajem,tenement,no,yes,1,garage,no,1,private
ID16rm7X,https://www.olx.pl/d/oferta/nowa-kawalerka-gotowa-do-zamieszkania-miejsce-parkingowe-w-cenie-CID3-ID16rm7X.html,"Nowa kawalerka, gotowa do zamieszkania. Miejsce parkingowe w cenie.",2 000 zł,Kielce - Odświeżono dnia 07 lipca 2025,27 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,yes,yes,2,garage,no,1,private
ID4vRmj,https://www.olx.plhttps://www.otodom.pl/pl/oferta/wynajme-mieszkanie-95-m2-centrum-kielc-3-pokoje-lokal-ID4vRmj.html,Wynajmę mieszkanie 95 m2 centrum Kielc 3 pokoje lokal,2 800 zł,Kielce - 14 czerwca 2025,95 m²,kielce,2025-07-14 00:45:21,wynajem,tenement,,no,3,,,3,private
ID4u4YL,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-klonowy-bulwar-3-pokoje-premium-ID4u4YL.html,Apartament Klonowy Bulwar 3 Pokoje Premium,2 800 zł,Kielce - 04 lipca 2025,"53,04 m²",kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,2,,,3,developers
ID16BpiF,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-48m2-2-pokoje-pod-telegrafem-kielce-CID3-ID16BpiF.html,"Mieszkanie na wynajem 48m2, 2 pokoje - Pod Telegrafem, Kielce",2 500 zł,Kielce - Dzisiaj o 19:16,48 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,yes,yes,2,belonging_on_street,no,2,private
ID4rAls,https://www.olx.plhttps://www.otodom.pl/pl/oferta/60m2-w-centrum-miasta-3-osobne-pokoje-ul-niska-ID4rAls.html,"60m2 w centrum miasta, 3 osobne pokoje, ul. Niska",3 300 zł,Kielce - 05 lipca 2025,60 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,4,,,3,private
ID4vo3l,https://www.olx.plhttps://www.otodom.pl/pl/oferta/mieszkanie-2-pok-53-m2-szydlowek-zamenhofa-ID4vo3l.html,"Mieszkanie 2-pok., 53 m2, Szydłówek, Zamenhofa",1 700 zł,Kielce - 24 czerwca 2025,"53,20 m²",kielce,2025-07-14 00:45:21,wynajem,block,,no,0,,,2,developers
ID4vVTL,https://www.olx.plhttps://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-centrum-ul-zeromskiego-ID4vVTL.html,Dwupokojowe Mieszkanie W Centrum Ul. Żeromskiego |,1 850 zł,Kielce - 22 czerwca 2025,50 m²,kielce,2025-07-14 00:45:21,wynajem,tenement,,yes,2,,,2,developers
ID16vuhF,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-CID3-ID16vuhF.html,Mieszkanie 2 pokojowe,2 150 zł,Kielce - 08 lipca 2025,29 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,yes,yes,2,parking_zone_identifier,no,2,private
ID4af4a,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-kielce-witosa-73-m3-3-pokoje-1-p-ID4af4a.html,"Apartament Kielce, Witosa, 73 m3, 3 pokoje, 1 p.",2 900 zł,Kielce - 21 czerwca 2025,"72,83 m²",kielce,2025-07-14 00:45:21,wynajem,block,,yes,1,,,3,private
ID4rnIj,https://www.olx.plhttps://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-z-balkonem-na-slichowicach-ID4rnIj.html,Atrakcyjna kawalerka z balkonem na Ślichowicach,1 450 zł,Kielce - 30 czerwca 2025,35 m²,kielce,2025-07-14 00:45:21,wynajem,block,,yes,0,,,1,developers
ID4x3qk,https://www.olx.plhttps://www.otodom.pl/pl/oferta/nowe-2-pokoje-w-centrum-miasta-winda-nowy-budynek-ul-kaczynskiego-ID4x3qk.html,"Nowe 2 pokoje w centrum miasta,winda, nowy budynek, ul. Kaczyńskiego",2 400 zł,Kielce - 30 czerwca 2025,37 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,3,,,2,developers
ID4xaxH,https://www.olx.plhttps://www.otodom.pl/pl/oferta/3-pokoje-66m2-wysoki-standard-po-remoncie-ID4xaxH.html,3 pokoje | 66m2 | Wysoki standard po remoncie,2 600 zł,Kielce - 07 lipca 2025,"66,20 m²",kielce,2025-07-14 00:45:21,wynajem,block,,yes,4,,,3,developers
ID16BohX,https://www.olx.pl/d/oferta/apartament-2-pokoje-ul-sabinowek-CID3-ID16BohX.html,Apartament 2 pokoje ul.Sabinówek,1 600 zł,Kielce - Dzisiaj o 18:54,50 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,no,yes,3,garage,no,2,private
ID16zfxM,https://www.olx.pl/d/oferta/kawalerka-kielce-CID3-ID16zfxM.html,kawalerka Kielce,1 900 złdo negocjacji,Kielce - 11 lipca 2025,35 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,yes,yes,2,garage,no,1,private
ID16w0a9,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-kielce-ul-szwedzka-CID3-ID16w0a9.html,"Mieszkanie na wynajem Kielce, ul. Szwedzka",2 500 zł,Kielce - 06 lipca 2025,70 m²,kielce,2025-07-14 00:45:21,wynajem,block,no,yes,2,guarded,yes,3,private
ID4xbzU,https://www.olx.plhttps://www.otodom.pl/pl/oferta/wynajme-3-pokojowe-piekne-mieszkanie-bezposrednio-po-remoncie-ID4xbzU.html,Wynajmę 3-pokojowe piękne mieszkanie bezpośrednio po remoncie,2 300 zł,Kielce - 08 lipca 2025,50 m²,kielce,2025-07-14 00:45:21,wynajem,block,,yes,2,,,2,private
ID4vLy7,https://www.olx.plhttps://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-na-wynajem-ID4vLy7.html,2 pokoje w Centrum na wynajem,2 000 zł,Kielce - 08 lipca 2025,"55,98 m²",kielce,2025-07-14 00:45:21,wynajem,block,,no,1,,,2,developers
ID4bPqp,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-30m-taras-ul-romualda-1-centrum-ID4bPqp.html,Apartament 30m² taras ul. Romualda 1 CENTRUM!,1 950 zł,Kielce - 30 czerwca 2025,30 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,4,,,1,private
ID13ckhq,https://www.olx.pl/d/oferta/wynajme-mieszkanie-apartament-27-m2-ulica-jeleniowska-kielce-CID3-ID13ckhq.html,Wynajmę mieszkanie - apartament 27 m2 ulica Jeleniowska Kielce,1 700 zł,Kielce - 23 czerwca 2025,27 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,yes,yes,2,belonging_on_street,no,1,private
ID4xcTx,https://www.olx.plhttps://www.otodom.pl/pl/oferta/48m2-kielce-wielkopolska-2-pokoje-ID4xcTx.html,48m2 Kielce Wielkopolska 2 pokoje,2 000 zł,Kielce - 09 lipca 2025,48 m²,kielce,2025-07-14 00:45:21,wynajem,block,,yes,3,,,2,private
ID4i9VL,https://www.olx.plhttps://www.otodom.pl/pl/oferta/do-wynajecia-kielce-apartament-centrum-25m-mieszkanie-2os-srodmiescie-ID4i9VL.html,Do Wynajęcia Kielce APARTAMENT Centrum 25m Mieszkanie 2os Śródmieście,1 400 zł,Kielce - 30 czerwca 2025,25 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,3,,,1,private
ID16wmkk,https://www.olx.pl/d/oferta/wynajme-mieszkanie-38m2-CID3-ID16wmkk.html,Wynajmę mieszkanie 38m2,1 950 zł,Kielce - Odświeżono dnia 12 lipca 2025,"38,50 m²",kielce,2025-07-14 00:45:21,wynajem,block,no,yes,4,lack,yes,2,private
ID3KOHy,https://www.olx.plhttps://www.otodom.pl/pl/oferta/luksusowy-apartament-w-centrum-kielc-60m2-solna-ID3KOHy.html,"Luksusowy apartament w centrum Kielc, 60m2 SOLNA",2 700 zł,Kielce - 16 czerwca 2025,60 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,2,,,2,private
ID16srxL,https://www.olx.pl/d/oferta/mieszkanie-kawalerka-do-wynajecia-kielce-sady-blisko-ujk-politechnika-CID3-ID16srxL.html,Mieszkanie kawalerka do wynajęcia Kielce Sady blisko UJK Politechnika,1 400 zł,Kielce - 02 lipca 2025,27 m²,kielce,2025-07-14 00:45:21,wynajem,block,no,yes,3,belonging_on_street,,1,private
ID4aBxK,https://www.olx.plhttps://www.otodom.pl/pl/oferta/slichowice-ul-tektoniczna-dwa-pokoje-ID4aBxK.html,ŚLICHOWICE ul. Tektoniczna dwa pokoje,1 500 zł,Kielce - 09 lipca 2025,43 m²,kielce,2025-07-14 00:45:21,wynajem,block,,yes,0,,,2,developers
ID16wKnY,https://www.olx.pl/d/oferta/2-pokoje-53-m2-ul-hoza-17a-CID3-ID16wKnY.html,2 pokoje 53 m2. ul. Hoża 17A,2 300 zł,Kielce - 07 lipca 2025,53 m²,kielce,2025-07-14 00:45:21,wynajem,block,yes,yes,8,lack,yes,2,private
ID4vhYu,https://www.olx.plhttps://www.otodom.pl/pl/oferta/komfortowe-3-pok-os-legionow-kolo-wdk-garaz-ID4vhYu.html,"Komfortowe 3 pok. os.Legionów, koło WDK, garaż",2 500 zł,Kielce - 07 lipca 2025,55 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,2,,,3,developers
ID4vHMf,https://www.olx.plhttps://www.otodom.pl/pl/oferta/na-wynajem-nowa-kawalerka-26m-ID4vHMf.html,Na wynajem nowa kawalerka 26m!,2 000 zł,Kielce - 07 lipca 2025,26 m²,kielce,2025-07-14 00:45:21,wynajem,block,,yes,6,,,1,private
ID4vXqF,https://www.olx.plhttps://www.otodom.pl/pl/oferta/apartament-z-garazem-leszczynska-ID4vXqF.html,Apartament z garażem Leszczyńska,2 500 zł,Kielce - 23 czerwca 2025,"59,98 m²",kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,1,,,3,developers
ID16B2ZH,https://www.olx.pl/d/oferta/mieszkanie-trzy-pokojowe-w-centrum-kielc-CID3-ID16B2ZH.html,Mieszkanie trzy pokojowe w centrum Kielc.,2 500 zł,Kielce - Dzisiaj o 13:48,70 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,yes,yes,2,garage,no,3,private
ID11SvUB,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-ul-marszalkowska-36m-duzy-balkon-15m-CID3-ID11SvUB.html,Mieszkanie 2 pokojowe ul. Marszałkowska 36m² + duży balkon 15m²,2 400 zł,Kielce - 29 czerwca 2025,36 m²,kielce,2025-07-14 00:45:21,wynajem,apartment,,yes,2,,,2,private
